voc_id,customer_id,received_date,channel,voc_type,category,content,sentiment
V0683,C252,2024-05-23,SNS,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0684,C253,2024-06-12,고객센터전화,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0685,C253,2024-11-20,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0686,C253,2024-11-27,이메일,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0687,C253,2024-11-17,고객센터전화,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0688,C254,2024-04-27,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0689,C255,2024-05-23,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0690,C255,2024-07-05,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0691,C255,2024-01-20,이메일,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0692,C256,2024-04-08,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0693,C256,2024-08-03,고객센터전화,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0694,C256,2024-04-18,고객센터전화,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0695,C257,2024-10-31,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0696,C258,2024-12-29,이메일,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0697,C259,2024-06-09,고객센터전화,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0698,C259,2024-02-24,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0699,C260,2024-06-29,이메일,칭찬,서비스,앱 업데이트 후 많이 편해졌어요. 개발팀 수고하셨습니다.,긍정
V0700,C260,2024-12-03,고객센터전화,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0701,C260,2024-08-23,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0702,C260,2024-09-05,SNS,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0703,C261,2024-04-06,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0704,C261,2024-05-10,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0705,C262,2024-10-08,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0706,C262,2024-06-23,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0707,C263,2024-11-13,SNS,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0708,C263,2024-02-08,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0709,C264,2024-04-12,이메일,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0710,C264,2024-03-17,SNS,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0711,C265,2024-07-20,SNS,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0712,C266,2024-01-17,SNS,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0713,C267,2024-04-29,SNS,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0714,C267,2024-11-27,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0715,C267,2024-01-23,SNS,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0716,C267,2024-12-11,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0717,C268,2024-12-02,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0718,C268,2024-06-03,이메일,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0719,C268,2024-08-14,이메일,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0720,C269,2024-01-30,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0721,C270,2024-07-04,앱리뷰,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0722,C270,2024-12-31,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0723,C271,2024-06-20,SNS,문의,서비스,현재 가입된 부가서비스 목록을 어디서 확인하나요?,중립
V0724,C271,2024-03-02,앱리뷰,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0725,C272,2024-08-03,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0726,C272,2024-08-13,앱리뷰,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0727,C272,2024-07-25,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0728,C273,2024-07-12,이메일,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0729,C273,2024-10-08,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0730,C273,2024-02-15,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0731,C274,2024-07-09,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0732,C274,2024-04-17,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0733,C274,2024-11-15,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0734,C274,2024-04-17,SNS,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0735,C275,2024-01-15,SNS,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0736,C276,2024-02-26,이메일,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0737,C276,2024-04-08,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0738,C276,2024-08-01,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0739,C276,2024-09-17,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0740,C276,2024-10-11,이메일,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0741,C276,2024-04-07,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0742,C277,2024-09-26,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0743,C278,2024-08-07,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0744,C278,2024-05-02,이메일,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0745,C278,2024-10-11,이메일,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0746,C278,2024-08-13,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0747,C279,2024-10-17,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0748,C279,2024-06-01,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0749,C279,2024-11-19,고객센터전화,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0750,C279,2024-01-27,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0751,C280,2024-10-16,이메일,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0752,C280,2024-08-09,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0753,C280,2024-10-08,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0754,C280,2024-07-17,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0755,C280,2024-07-20,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0756,C281,2024-02-03,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0757,C281,2024-09-23,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0758,C281,2024-01-08,SNS,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0759,C282,2024-12-04,고객센터전화,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0760,C282,2024-11-25,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0761,C282,2024-01-25,앱리뷰,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0762,C283,2024-11-01,이메일,칭찬,앱기능,앱기능 관련하여 칭찬 사항을 전달드립니다.,긍정
V0763,C283,2024-03-13,고객센터전화,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0764,C283,2024-04-26,고객센터전화,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0765,C283,2024-12-09,SNS,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0766,C284,2024-09-13,고객센터전화,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0767,C284,2024-03-03,SNS,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0768,C285,2024-10-01,앱리뷰,칭찬,서비스,상담사분이 너무 친절하고 문제를 바로 해결해 주셨어요. 감사해요!,긍정
V0769,C285,2024-11-03,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0770,C285,2024-02-26,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0771,C285,2024-09-02,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0772,C286,2024-04-12,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0773,C286,2024-10-01,앱리뷰,불만,앱기능,로그인이 계속 풀려요. 생체인증이 제대로 작동하지 않아요.,부정
V0774,C286,2024-04-05,고객센터전화,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0775,C287,2024-05-30,이메일,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0776,C288,2024-07-23,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0777,C288,2024-09-29,이메일,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0778,C289,2024-06-04,앱리뷰,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0779,C289,2024-09-17,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0780,C290,2024-03-30,SNS,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0781,C290,2024-01-07,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0782,C291,2024-08-27,앱리뷰,제안,앱기능,가족 데이터 공유 기능을 추가해 주시면 정말 유용할 것 같아요.,중립
V0783,C291,2024-03-22,앱리뷰,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0784,C292,2024-12-12,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0785,C292,2024-05-07,앱리뷰,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0786,C293,2024-04-22,이메일,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0787,C293,2024-08-17,앱리뷰,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0788,C293,2024-09-20,이메일,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0789,C293,2024-05-27,이메일,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0790,C294,2024-04-20,고객센터전화,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0791,C294,2024-03-02,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0792,C294,2024-06-05,고객센터전화,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0793,C294,2024-09-26,SNS,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0794,C295,2024-08-22,고객센터전화,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0795,C295,2024-08-19,앱리뷰,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0796,C295,2024-07-23,고객센터전화,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0797,C295,2024-08-23,앱리뷰,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0798,C296,2024-10-13,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0799,C297,2024-06-15,고객센터전화,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0800,C298,2024-03-03,SNS,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0801,C298,2024-07-04,SNS,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0802,C298,2024-02-06,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0803,C298,2024-11-19,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0804,C299,2024-04-24,앱리뷰,문의,기타,기타 관련하여 문의 사항을 전달드립니다.,중립
V0805,C299,2024-07-23,고객센터전화,칭찬,서비스,상담사분이 너무 친절하고 문제를 바로 해결해 주셨어요. 감사해요!,긍정
V0806,C299,2024-12-10,앱리뷰,칭찬,서비스,상담사분이 너무 친절하고 문제를 바로 해결해 주셨어요. 감사해요!,긍정
V0807,C300,2024-05-16,앱리뷰,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0808,C300,2024-07-04,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0809,C301,2024-12-07,앱리뷰,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0810,C301,2024-03-30,이메일,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0811,C302,2024-04-21,이메일,칭찬,요금,요금 관련하여 칭찬 사항을 전달드립니다.,긍정
V0812,C302,2024-07-12,고객센터전화,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0813,C302,2024-06-02,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0814,C303,2024-05-26,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0815,C303,2024-05-27,SNS,불만,서비스,같은 문제로 세 번째 전화하고 있어요. 매번 처음부터 설명해야 하나요?,부정
V0816,C303,2024-04-09,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0817,C304,2024-06-09,고객센터전화,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0818,C304,2024-10-16,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0819,C304,2024-10-02,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0820,C304,2024-03-26,이메일,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0821,C305,2024-05-24,SNS,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0822,C306,2024-05-11,앱리뷰,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0823,C307,2024-02-24,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0824,C307,2024-02-02,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0825,C307,2024-02-23,SNS,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0826,C308,2024-08-10,이메일,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0827,C309,2024-01-10,고객센터전화,제안,품질,품질 관련하여 제안 사항을 전달드립니다.,중립
V0828,C309,2024-08-27,앱리뷰,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0829,C309,2024-09-18,앱리뷰,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0830,C310,2024-08-05,고객센터전화,불만,앱기능,앱에서 요금 명세서를 찾을 수가 없어요. UI가 너무 불편해요.,부정
V0831,C310,2024-10-05,SNS,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0832,C310,2024-07-05,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0833,C311,2024-10-06,앱리뷰,제안,서비스,고객 등급제를 도입해서 충성 고객에게 혜택을 줬으면 해요.,중립
V0834,C311,2024-09-28,앱리뷰,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0835,C311,2024-06-02,SNS,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0836,C311,2024-02-09,이메일,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0837,C313,2024-05-21,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0838,C313,2024-02-05,앱리뷰,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0839,C313,2024-06-18,앱리뷰,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0840,C313,2024-07-26,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0841,C314,2024-07-23,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0842,C314,2024-06-10,고객센터전화,칭찬,품질,품질 관련하여 칭찬 사항을 전달드립니다.,긍정
V0843,C314,2024-12-04,SNS,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0844,C315,2024-04-28,앱리뷰,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0845,C316,2024-04-22,SNS,제안,해지관련,해지관련 관련하여 제안 사항을 전달드립니다.,중립
V0846,C316,2024-07-30,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0847,C317,2024-04-05,SNS,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0848,C317,2024-06-20,고객센터전화,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0849,C318,2024-11-18,앱리뷰,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0850,C319,2024-05-16,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0851,C320,2024-04-20,SNS,제안,서비스,생일 축하 데이터 보너스 같은 이벤트를 해주세요.,중립
V0852,C321,2024-11-08,앱리뷰,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0853,C321,2024-09-04,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0854,C321,2024-04-11,앱리뷰,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0855,C321,2024-07-26,고객센터전화,불만,기타,기타 관련하여 불만 사항을 전달드립니다.,부정
V0856,C322,2024-12-15,이메일,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0857,C322,2024-02-10,앱리뷰,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0858,C322,2024-11-17,SNS,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0859,C323,2024-06-29,고객센터전화,문의,서비스,명의변경 절차가 어떻게 되나요?,중립
V0860,C323,2024-08-19,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0861,C323,2024-12-05,이메일,칭찬,서비스,이번에 요금 정정 처리가 빠르게 돼서 정말 만족스러웠어요.,긍정
V0862,C324,2024-09-04,고객센터전화,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0863,C324,2024-02-13,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0864,C324,2024-12-13,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0865,C324,2024-07-31,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0866,C325,2024-08-19,고객센터전화,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0867,C326,2024-03-11,SNS,불만,해지관련,해지하려는데 위약금 설명이 너무 복잡해요. 명확하게 알려주세요.,부정
V0868,C326,2024-06-15,이메일,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0869,C327,2024-02-09,이메일,제안,앱기능,요금 명세서를 그래프로 보여주는 기능이 있으면 좋겠어요.,중립
V0870,C327,2024-04-10,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0871,C327,2024-11-24,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0872,C327,2024-01-09,앱리뷰,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0873,C328,2024-04-10,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0874,C328,2024-04-20,고객센터전화,문의,요금,이번 달 요금이 어떻게 구성된 건지 자세히 알고 싶어요.,중립
V0875,C328,2024-09-09,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0876,C328,2024-10-20,SNS,칭찬,해지관련,해지관련 관련하여 칭찬 사항을 전달드립니다.,긍정
V0877,C329,2024-07-05,고객센터전화,불만,품질,통화 중에 자꾸 끊깁니다. 몇 번을 신고해도 나아지질 않네요.,부정
V0878,C329,2024-05-30,고객센터전화,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0879,C330,2024-05-06,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0880,C330,2024-02-05,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0881,C330,2024-04-25,이메일,불만,요금,요금제 변경했는데 다음 달에도 기존 요금이 청구됐어요. 환불해 주세요.,부정
V0882,C331,2024-04-27,앱리뷰,칭찬,기타,기타 관련하여 칭찬 사항을 전달드립니다.,긍정
V0883,C331,2024-03-25,앱리뷰,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0884,C332,2024-09-16,이메일,불만,서비스,해지하려고 전화했더니 계속 다른 팀으로 돌리기만 해요.,부정
V0885,C332,2024-10-31,SNS,불만,해지관련,번호이동 신청했는데 일주일이 지나도 진행이 안 되고 있어요.,부정
V0886,C333,2024-06-21,앱리뷰,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
V0887,C333,2024-10-13,앱리뷰,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0888,C334,2024-12-09,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0889,C334,2024-03-05,SNS,제안,기타,기타 관련하여 제안 사항을 전달드립니다.,중립
V0890,C334,2024-09-24,SNS,문의,서비스,해외 로밍 서비스 신청 방법이 궁금합니다.,중립
V0891,C335,2024-11-29,고객센터전화,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0892,C335,2024-01-30,고객센터전화,불만,품질,집에서 신호가 너무 약해요. 와이파이 없으면 데이터가 안 잡혀요.,부정
V0893,C335,2024-01-04,고객센터전화,불만,서비스,상담사를 기다리다가 30분이 지났는데 아직도 연결이 안 돼요.,부정
V0894,C336,2024-07-02,앱리뷰,불만,품질,어제부터 데이터 속도가 너무 느려요. 거의 쓸 수가 없어요.,부정
V0895,C337,2024-01-18,이메일,문의,요금,가족결합 할인은 어떻게 신청하나요?,중립
V0896,C337,2024-04-06,이메일,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0897,C338,2024-12-13,앱리뷰,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0898,C338,2024-02-27,앱리뷰,불만,요금,이번 달 요금이 갑자기 많이 나왔어요. 설명 없이 올린 건가요?,부정
V0899,C338,2024-09-07,앱리뷰,문의,품질,품질 관련하여 문의 사항을 전달드립니다.,중립
V0900,C338,2024-10-20,SNS,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0901,C339,2024-01-23,이메일,제안,서비스,장기 고객에게 특별 혜택을 주는 프로그램이 있으면 좋겠어요.,중립
V0902,C339,2024-01-15,이메일,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0903,C339,2024-10-25,고객센터전화,불만,해지관련,해지 신청 후에도 요금이 계속 청구되고 있어요.,부정
V0904,C340,2024-12-18,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0905,C340,2024-12-26,앱리뷰,불만,요금,자동이체가 제대로 안 되는데 연체료까지 붙었어요. 너무 황당합니다.,부정
V0906,C341,2024-10-17,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0907,C341,2024-03-12,이메일,문의,앱기능,앱기능 관련하여 문의 사항을 전달드립니다.,중립
V0908,C341,2024-09-09,앱리뷰,문의,해지관련,해지관련 관련하여 문의 사항을 전달드립니다.,중립
V0909,C341,2024-12-10,이메일,제안,요금,요금 관련하여 제안 사항을 전달드립니다.,중립
V0910,C342,2024-11-21,앱리뷰,불만,앱기능,앱이 자꾸 튕겨요. 업데이트 후부터 더 심해졌어요.,부정
